Year ending September,Area name,Total recorded crime (excluding fraud),Violence against the person,Homicide,Death or serious injury - unlawful driving,Violence with injury,Violence without injury,Stalking and harassment,Sexual offences,Robbery,Theft offences,Burglary,Residential burglary,Non-residential burglary,Vehicle offences,Theft from the person,Bicycle theft,Shoplifting,Other theft offences,Criminal damage and arson,Drug offences,Possession of weapons offences,Public order offences,Miscellaneous crimes,Population mid-year estim
2019,Bedfordshire,57068,16735,6,19,4639,7424,4647,1786,851,24037,5662,3788,1874,7096,657,1092,3927,5603,5693,1483,488,4954,1041,
2019,Cambridgeshire,66193,18592,14,9,5231,9313,4025,2254,831,28536,5293,3600,1693,6315,996,4539,4588,6805,7473,1528,613,4934,1432,
2019,Essex,168579,63374,19,32,15274,24930,23119,4807,1867,54962,11325,8241,3084,15366,1345,2231,11172,13523,17469,5456,1710,15106,3828,
2019,Hertfordshire,87292,25958,14,41,8675,11783,5445,2432,1016,36779,6056,4196,1860,9545,1432,1668,9199,8879,8889,3189,740,6255,2034,
2019,Norfolk,65407,24178,7,10,7226,11778,5157,2740,463,18310,3429,2201,1228,2653,608,1424,4363,5833,8063,2748,667,6308,1930,
2019,Suffolk,56576,20649,3,4,5902,9410,5330,2486,528,18111,3658,2493,1165,3565,488,1255,4263,4882,6402,1580,516,5184,1120,
2019,London,911744,220422,129,2,78191,89462,52638,20082,38031,460741,81846,60406,21440,125152,53093,21274,45807,133569,56653,45480,7501,51665,11169,
2019,City of London,8278,1210,0,0,394,694,122,107,152,5222,323,32,291,171,744,463,991,2530,254,610,64,477,182,
2019,Metropolitan Police,903466,219212,129,2,77797,88768,52516,19975,37879,455519,81523,60374,21149,124981,52349,20811,44816,131039,56399,44870,7437,51188,10987,
2019,South East,717162,249770,56,140,78228,112554,58792,25029,6761,252501,48186,33197,14989,59878,7696,14860,51730,70151,82504,19770,7178,58029,15620,
2019,Hampshire,159808,57678,15,22,20974,24122,12545,5949,1472,52984,11524,7793,3731,11929,1203,3389,12063,12876,17799,4214,1807,15158,2747,
2019,Kent,191439,76320,11,52,19720,36340,20197,6707,1959,58437,11605,8285,3320,13847,1362,1552,13524,16547,22000,3292,1439,15967,5318,
2019,Surrey,76309,23630,5,22,7316,10557,5730,2247,475,27555,6130,4766,1364,6626,623,1328,4432,8416,9543,2947,625,7674,1613,
2019,Sussex,124085,42223,11,17,14536,18657,9002,4562,1272,42360,7727,4705,3022,9427,1574,2734,8488,12410,14255,3934,1824,11131,2524,
2019,Thames Valley,165521,49919,14,27,15682,22878,11318,5564,1583,71165,11200,7648,3552,18049,2934,5857,13223,19902,18907,5383,1483,8099,3418,
2019,South West,377114,130618,41,48,45986,51517,33026,13528,3293,128137,25945,15840,10105,26353,3342,7044,28578,36875,47320,11706,2995,33596,5921,
2019,Avon and Somerset,137517,43314,16,3,12777,18430,12088,4263,1655,48866,9629,6517,3112,10516,1335,3288,10508,13590,15344,3038,895,18266,1876,
2019,Devon and Cornwall,104626,41732,14,38,15861,15545,10274,4456,677,28315,5365,2444,2921,5155,798,903,6861,9233,14540,4477,1092,7206,2131,
2019,Dorset,54002,19383,2,3,6316,8252,4810,2104,257,19508,3980,2146,1834,4431,498,1130,3624,5845,6922,1593,352,3170,713,
2019,Gloucestershire,37138,11086,6,2,5166,3023,2889,1123,354,15656,3955,2815,1140,3547,358,898,3057,3841,4743,1228,288,2139,521,
2019,Wiltshire,43831,15103,3,2,5866,6267,2965,1582,350,15792,3016,1918,1098,2704,353,825,4528,4366,5771,1370,368,2815,680,
2019,WALES,264188,98453,36,43,28658,36444,33272,9254,1105,76974,15188,10212,4976,14516,1724,2989,20085,22472,33449,9398,1609,28223,5723,
2019,Dyfed-Powys,31721,13279,6,6,3619,5734,3914,1454,60,7469,1577,1017,560,903,85,150,1811,2943,4115,2058,240,2190,856,
2019,Gwent,58289,20489,5,6,5812,7394,7272,1586,285,15967,3746,2507,1239,3489,332,409,3407,4584,9104,1527,265,7741,1325,
2019,North Wales,61456,25950,4,7,6918,11214,7807,2634,215,15766,3602,2538,1064,2142,214,488,4390,4930,7630,1433,392,6116,1320,
2019,South Wales,112722,38735,21,24,12309,12102,14279,3580,545,37772,6263,4150,2113,7982,1093,1942,10477,10015,12600,4380,712,12176,2222,
2019,British Transport Police,68701,12408,7,0,3226,8829,346,1866,818,30599,485,1,484,1467,9512,6209,2604,10322,7040,2637,1126,11444,763,
2018,ENGLAND AND WALES,5073131,1545544,739,710,533248,638894,371953,158162,80947,1998876,427435,301276,126159,457433,98899,96510,378656,539943,581093,140399,42195,427134,98781,
2018,ENGLAND,4765006,1450030,711,685,502428,598720,347486,147585,79221,1893480,410587,290026,120561,441729,90990,87109,355563,507502,540304,130021,40149,391523,92693,
2018,North East,284764,88979,27,41,24880,35202,28829,8678,1624,97098,19638,13711,5927,15906,2243,3553,27300,28458,42181,5809,1834,31770,6791,
2018,Cleveland,61982,17589,12,8,5742,7021,4806,1738,538,26730,5895,4283,1612,4386,495,1002,8666,6286,9349,1268,344,3280,1146,
2018,Durham,62878,23496,5,6,5855,8244,9386,1993,264,18709,4380,3078,1302,3419,284,516,4643,5467,9721,1274,278,5292,1851,
2018,Northumbria,159904,47894,10,27,13283,19937,14637,4947,822,51659,9363,6350,3013,8101,1464,2035,13991,16705,23111,3267,1212,23198,3794,
2018,North West,749172,237196,150,75,77028,100099,59844,22537,10485,255340,62335,44781,17554,56437,11698,9322,45812,69736,90548,17998,5722,92906,16440,
2018,Cheshire,92567,30653,18,4,10425,12005,8201,3050,425,25706,4769,3476,1293,3638,658,1488,7307,7846,10350,2205,499,17763,1916,
2018,Cumbria,33175,11829,5,10,4641,4984,2189,1560,115,9769,2094,1215,879,1179,188,289,2874,3145,5357,993,256,2626,670,
2018,Greater Manchester,338127,97138,82,31,28664,46318,22043,9649,7497,121820,30186,22001,8185,31168,7083,4048,17363,31972,37616,5050,3359,47764,8234,
2018,Lancashire,152984,56189,23,10,19175,20850,16131,5063,1034,52602,13418,8746,4672,10071,1857,1573,9595,16088,19931,2208,632,12436,2889,
2018,Merseyside,132319,41387,22,20,14123,15942,11280,3215,1414,45443,11868,9343,2525,10381,1912,1924,8673,10685,17294,7542,976,12317,2731,
2018,Yorkshire and The Humber,563948,180516,70,121,58801,70848,50676,17237,6327,211833,52526,37482,15044,45618,7437,7184,45271,53797,69825,11170,4268,48525,14247,
2018,Humberside,94533,30030,15,24,10648,12292,7051,2964,955,36302,8443,6022,2421,5968,654,2221,10357,8659,12939,1273,484,7306,2280,
2018,North Yorkshire,42279,12776,5,35,5311,5142,2283,1809,196,16960,3718,2277,1441,2492,472,1171,4527,4580,5940,1588,295,1962,753,
2018,South Yorkshire,142865,42309,20,18,14218,12807,15246,4044,1600,56104,13858,9730,4128,12738,2143,1205,11414,14746,18816,2358,1297,12690,3647,
2018,West Yorkshire,284271,95401,30,44,28624,40607,26096,8420,3576,102467,26507,19453,7054,24420,4168,2587,18973,25812,32130,5951,2192,26567,7567,
2018,East Midlands,348619,100076,48,34,41840,38417,19737,11668,3961,150175,33132,22909,10223,34180,3766,6880,33510,38707,43090,10307,3352,18800,7190,
2018,Derbyshire,57721,15239,2,2,8998,4372,1865,1943,640,26087,6280,4557,1723,5739,728,977,6057,6306,7927,2210,552,2004,1119,
2018,Leicestershire,86251,24780,16,15,7282,11356,6111,2337,971,37443,8690,6018,2672,9086,1065,2055,6684,9863,10340,1750,763,6084,1783,
2018,Lincolnshire,44751,12336,5,7,5303,5015,2006,1766,299,19143,4275,2975,1300,2958,289,1087,5605,4929,5842,1776,498,2117,974,
2018,Northamptonshire,57393,18082,12,3,7167,8357,2543,2119,850,24399,5871,3722,2149,7120,586,885,4229,5708,6734,1502,597,2032,1078,
2018,Nottinghamshire,102503,29639,13,7,13090,9317,7212,3503,1201,43103,8016,5637,2379,9277,1098,1876,10935,11901,12247,3069,942,6563,2236,
2018,West Midlands Region,452902,137222,78,92,54746,50884,31422,14827,9775,195152,46985,33667,13318,52528,5053,6000,37853,46733,51831,8897,4043,23538,7617,
2018,Staffordshire,84164,30290,12,11,11026,10802,8439,3353,933,29932,6118,3889,2229,5698,448,1226,7316,9126,11013,1761,749,4263,1870,
2018,Warwickshire,40693,12225,8,19,4275,5098,2825,1276,397,18132,4222,3082,1140,4831,501,732,3542,4304,4665,831,383,2043,741,
2018,West Mercia,83518,28793,14,29,9667,11903,7180,3360,541,32132,7668,5437,2231,5763,910,1082,7657,9052,10337,1955,746,4156,1498,
2018,West Midlands,244527,65914,44,33,29778,23081,12978,6838,7904,114956,28977,21259,7718,36236,3194,2960,19338,24251,25816,4350,2165,13076,3508,
2018,East,457540,142109,54,106,45080,62269,34600,14105,4971,181316,38909,27326,11583,43432,5864,11542,36175,45394,53119,12617,4640,35272,9391,
2018,Bedfordshire,52540,13965,7,9,4763,5830,3356,1529,832,24623,6362,4660,1702,6983,842,1214,3948,5274,6060,1131,408,3177,815,
2018,Cambridgeshire,64987,17148,8,23,5120,9229,2768,1850,753,30197,5678,3846,1832,6285,983,4271,5320,7660,7860,1327,514,4154,1184,
2018,Essex,144037,48218,18,36,13846,18860,15458,3846,1566,54411,12371,8815,3556,14786,1597,2226,10217,13214,15875,3482,2082,11448,3109,
2018,Hertfordshire,84966,24802,12,19,8959,10965,4847,2260,895,35588,6649,4863,1786,8703,1343,1445,8511,8937,9489,3213,692,6368,1659,
2018,Norfolk,57222,19881,5,12,6791,9356,3717,2474,489,17899,3681,2452,1229,2827,520,1247,4070,5554,7112,2104,523,5181,1559,
2018,Suffolk,53788,18095,4,7,5601,8029,4454,2146,436,18598,4168,2690,1478,3848,579,1139,4109,4755,6723,1360,421,4944,1065,
2018,London,832793,209161,145,47,77299,85078,46592,20504,33271,410059,79751,59200,20551,109461,43915,19824,45411,111697,58089,35390,7468,48667,10184,
2018,City of London,6485,1071,1,0,443,460,167,107,97,4045,330,15,315,253,666,423,833,1540,236,372,70,370,117,
2018,Metropolitan Police,826308,208090,144,47,76856,84618,46425,20397,33174,406014,79421,59185,20236,109208,43249,19401,44578,110157,57853,35018,7398,48297,10067,
2018,South East,702796,233099,92,110,78001,107866,47030,24471,5876,255864,48854,33306,15548,56650,7731,15278,53813,73538,84283,17581,6300,60376,14946,
2018,Hampshire,160193,54966,17,15,21513,24161,9260,5646,1186,56627,11308,7501,3807,13078,1304,4010,13332,13595,18779,3600,1525,15146,2718,
2018,Kent,197599,76411,13,60,20783,36239,19316,7051,1750,58032,11763,8321,3442,12876,1105,1892,12986,17410,22980,2958,1300,21642,5475,
2018,Surrey,73586,22091,6,8,7090,10313,4674,2295,431,27124,5996,4527,1469,6211,549,1303,4180,8885,9363,2661,584,7471,1566,
2018,Sussex,112765,36620,35,9,13355,16524,6697,4167,985,40223,7372,4495,2877,8067,1538,2304,8078,12864,13699,3326,1528,9961,2256,
2018,Thames Valley,158653,43011,21,18,15260,20629,7083,5312,1524,73858,12415,8462,3953,16418,3235,5769,15237,20784,19462,5036,1363,6156,2931,
2018,South West,372472,121672,47,59,44753,48057,28756,13558,2931,136643,28457,17644,10813,27517,3283,7526,30418,39442,47338,10252,2522,31669,5887,
2018,Avon and Somerset,137793,42604,15,2,12795,18010,11782,4518,1388,50559,10445,7206,3239,11039,1094,3403,10916,13662,15579,2897,800,17614,1834,
2018,Devon and Cornwall,105241,39448,19,38,15166,14792,9433,4565,552,31857,5875,2590,3285,5534,888,908,7765,10887,14607,3866,896,7254,2196,
2018,Dorset,51761,16831,5,7,5965,7240,3614,1763,343,20708,4605,2640,1965,3688,491,1404,4049,6471,6852,1489,301,2809,665,
2018,Gloucestershire,34656,9247,7,10,5214,2271,1745,1052,348,16475,3882,2775,1107,4013,400,913,3388,3879,4515,980,234,1356,449,
2018,Wiltshire,43021,13542,1,2,5613,5744,2182,1660,300,17044,3650,2433,1217,3243,410,898,4300,4543,5785,1020,291,2636,743,
2018,WALES,245520,83705,25,25,27616,31760,24279,8586,1089,78916,16307,11247,5060,14484,1864,3106,20310,22845,34011,8502,1299,24140,5272,
2018,Dyfed-Powys,26175,9322,4,0,2963,3895,2460,941,62,7788,1582,1007,575,913,88,169,1995,3041,4175,1788,151,1435,513,
2018,Gwent,54784,17930,5,2,5458,6961,5504,1388,295,15951,3627,2563,1064,3247,363,342,3652,4720,9253,1317,209,7077,1364,
2018,North Wales,55882,21879,4,5,7142,9530,5198,3063,207,15811,3782,2570,1212,2022,225,532,4187,5063,7562,1406,303,4404,1247,
2018,South Wales,108679,34574,12,18,12053,11374,11117,3194,525,39366,7316,5107,2209,8302,1188,2063,10476,10021,13021,3991,636,11224,2148,
2018,British Transport Police,62605,11809,3,0,3204,8414,188,1991,637,26480,541,3,538,1220,6045,6295,2783,9596,6778,1876,747,11471,816,
2017,ENGLAND AND WALES,4668693,1291405,685,717,492394,535150,262459,138045,68968,1986709,433110,261915,171195,443577,95684,103635,383178,527525,583535,133755,35161,344476,86639,
2017,ENGLAND,4394314,1213613,641,692,463962,502542,245776,128851,67670,1882706,416297,252931,163366,427031,88874,94073,360494,495937,543871,124365,33590,318938,80710,
2017,North East,251583,70849,25,32,23085,27758,19949,7393,1413,94473,19426,10670,8756,15232,2151,3840,25922,27902,41572,5084,1544,23856,5399,
2017,Cleveland,54257,13619,4,7,5478,5699,2431,1570,418,24476,5187,3207,1980,4128,495,1004,7417,6245,9366,1388,294,2304,822,
2017,Durham,56088,18763,3,11,5411,6765,6573,1727,201,18421,4787,2623,2164,3350,290,533,4183,5278,9680,1051,247,4588,1410,
2017,Northumbria,141238,38467,18,14,12196,15294,10945,4096,794,51576,9452,4840,4612,7754,1366,2303,14322,16379,22526,2645,1003,16964,3167,
2017,North West,659882,182055,126,84,68625,75005,38215,18408,8593,256753,65523,41597,23926,56340,10744,10375,47361,66410,92348,15539,4176,69541,12469,
2017,Cheshire,75376,21725,3,9,8758,8024,4931,1957,320,24299,4766,2714,2052,3834,545,1446,7317,6391,9725,2201,382,13551,1216,
2017,Cumbria,26181,8003,3,16,3533,3524,927,1120,75,8914,1939,937,1002,1111,173,283,2819,2589,5171,774,155,1450,519,
2017,Greater Manchester,323671,86511,83,35,26383,41554,18456,8647,5909,124976,33733,22214,11519,29747,6665,4923,18187,31721,41204,4326,2370,42740,6988,
2017,Lancashire,115775,34438,13,13,16429,12216,5767,3655,907,50237,13026,7107,5919,10434,1469,1754,9185,14369,18628,1957,470,3886,1597,
2017,Merseyside,118879,31378,24,11,13522,9687,8134,3029,1382,48327,12059,8625,3434,11214,1892,1969,9853,11340,17620,6281,799,7914,2149,
2017,Yorkshire and The Humber,515528,143505,61,117,52886,57494,32947,14943,5369,217681,55593,34049,21544,48295,7425,7436,44300,54632,71584,10163,3561,36631,12091,
2017,Humberside,83952,24127,8,26,9957,10517,3619,2488,818,35415,9284,5267,4017,6520,657,2144,8827,7983,12744,1324,447,4586,2003,
2017,North Yorkshire,37573,10091,7,7,4695,4080,1302,1463,165,16076,3616,1755,1861,2154,409,1176,4421,4300,5873,1482,219,1447,757,
2017,South Yorkshire,141017,36121,14,45,13796,11902,10364,3882,1700,62122,16136,10058,6078,14279,1965,1471,12551,15720,20364,2118,1228,10409,3073,
2017,West Yorkshire,252986,73166,32,39,24438,30995,17662,7110,2686,104068,26557,16969,9588,25342,4394,2645,18501,26629,32603,5239,1667,20189,6258,
2017,East Midlands,318790,80949,48,42,36335,32190,12334,10145,3575,150922,35215,20455,14760,35156,2770,6493,32800,38488,41993,8925,2777,13560,5944,
2017,Derbyshire,54986,12263,16,10,7317,3790,1130,1950,613,27024,6380,3753,2627,6233,540,952,6433,6486,8188,2044,434,1434,1036,
2017,Leicestershire,76343,18985,15,5,6481,8644,3840,1848,761,37982,9201,5653,3548,9918,617,1805,6714,9727,9496,1473,671,3621,1506,
2017,Lincolnshire,40103,8595,6,7,4243,3369,970,1374,232,20291,5143,2748,2395,3502,271,1192,5369,4814,5575,1509,343,1346,838,
2017,Northamptonshire,55522,15753,2,3,6758,7598,1392,1806,1024,25926,6209,3302,2907,7373,569,989,5031,5755,7107,1151,502,1309,944,
2017,Nottinghamshire,91836,25353,9,17,11536,8789,5002,3167,945,39699,8282,4999,3283,8130,773,1555,9253,11706,11627,2748,827,5850,1620,
2017,West Midlands Region,431170,120992,77,60,52254,44757,23844,13919,8420,192868,45404,28359,17045,52126,4190,7286,38057,45805,52601,9844,3339,21475,7712,
2017,Staffordshire,82767,28398,5,8,11059,10570,6756,3173,731,30217,6262,3694,2568,5459,430,1234,7673,9159,11129,2119,602,4345,2053,
2017,Warwickshire,41196,11896,13,5,4509,4982,2387,1532,346,18520,4069,2418,1651,4907,346,1047,3665,4486,4552,1052,342,2166,790,
2017,West Mercia,85433,28522,15,12,10606,11610,6279,3507,593,32590,8288,4477,3811,6089,659,1231,7064,9259,10505,2474,693,4778,1771,
2017,West Midlands,221774,52176,44,35,26080,17595,8422,5707,6750,111541,26785,17770,9015,35671,2755,3774,19655,22901,26415,4199,1702,10186,3098,
2017,East,422693,119690,59,108,42429,52318,24776,12271,4259,177471,39570,23854,15716,40041,5033,12543,35949,44335,53513,12241,3856,30795,8597,
2017,Bedfordshire,44802,10947,4,8,4325,4322,2288,1032,755,22423,5467,3720,1747,6033,592,1116,4160,5055,5574,1012,379,2262,418,
2017,Cambridgeshire,64460,15975,8,30,4867,8767,2303,1776,617,30465,6181,3464,2717,6038,956,4265,5268,7757,8166,1512,475,4351,1123,
2017,Essex,128389,37495,18,42,13435,15247,8753,3366,1426,53931,13158,8198,4960,14011,1397,2740,9858,12767,15494,3201,1681,9206,2589,
2017,Hertfordshire,80293,22048,9,14,8296,9333,4396,1986,737,33904,6754,4115,2639,7979,1018,1654,7853,8646,10081,3100,579,6091,1767,
2017,Norfolk,53962,17062,13,5,6230,7929,2885,2209,403,18522,3893,2185,1708,2515,632,1564,4720,5198,7280,1986,386,4557,1557,
2017,Suffolk,50787,16163,7,9,5276,6720,4151,1902,321,18226,4117,2172,1945,3465,438,1204,4090,4912,6918,1430,356,4328,1143,
2017,London,799113,196936,130,45,76460,79200,41101,18750,28657,392978,72116,48822,23294,99425,44812,21315,47864,107446,61350,35664,6956,47890,9932,
2017,City of London,5502,902,2,2,373,382,143,72,33,3487,262,13,249,155,482,368,745,1475,233,327,51,224,173,
2017,Metropolitan Police,793611,196034,128,43,76087,78818,40958,18678,28624,389491,71854,48809,23045,99270,44330,20947,47119,105971,61117,35337,6905,47666,9759,
2017,South East,642160,193068,67,144,71921,90546,30390,21241,4958,257545,52758,28986,23772,51034,8156,17631,55880,72086,84447,16531,5199,46225,12946,
2017,Hampshire,159713,52674,14,30,21124,23902,7604,5334,1112,58150,13200,6495,6705,12169,1339,4271,13447,13724,19568,3548,1342,15134,2851,
2017,Kent,154248,55115,18,40,18128,27151,9778,5469,1373,54187,11721,6619,5102,11968,990,1962,11751,15795,21578,2661,805,9466,3594,
2017,Surrey,71143,20532,4,5,7026,9197,4300,2024,326,26764,6629,4331,2298,5088,474,1411,4374,8788,9736,2219,485,7528,1529,
2017,Sussex,110849,32992,12,43,12850,14647,5440,3797,956,41973,8169,4415,3754,6968,1700,2814,8688,13634,14198,3438,1304,9690,2501,
2017,Thames Valley,146207,31755,19,26,12793,15649,3268,4617,1191,76471,13039,7126,5913,14841,3653,7173,17620,20145,19367,4665,1263,4407,2471,
2017,South West,353395,105569,48,60,39967,43274,22220,11781,2426,142015,30692,16139,14553,29382,3593,7154,32361,38833,44463,10374,2182,28965,5620,
2017,Avon and Somerset,135233,38266,13,2,11239,16165,10847,3504,1211,54081,11550,6751,4799,12329,1249,3221,12087,13645,15437,3076,625,17209,1824,
2017,Devon and Cornwall,96397,32509,20,37,13280,13029,6143,4148,478,31865,6029,2685,3344,5518,947,864,7844,10663,14893,3624,788,6161,1931,
2017,Dorset,47608,13745,5,10,5134,6341,2255,1478,270,21187,4600,2146,2454,3715,663,1309,4533,6367,6517,1631,278,1865,637,
2017,Gloucestershire,33884,7971,5,6,4683,2194,1083,1009,343,17142,4180,2243,1937,4019,328,839,3866,3910,4494,1018,209,1232,466,
2017,Wiltshire,40273,13078,5,5,5631,5545,1892,1642,124,17740,4333,2314,2019,3801,406,921,4031,4248,3122,1025,282,2498,762,
2017,WALES,219111,68422,32,25,25867,25958,16540,7549,866,79322,16366,8983,7383,15364,1851,3272,20033,22436,32693,8009,1117,16088,5045,
2017,Dyfed-Powys,25057,8665,1,1,3112,3749,1802,1073,45,7621,1648,814,834,989,89,189,1726,2980,4046,1746,159,1083,619,
2017,Gwent,44364,12758,7,5,4498,5278,2970,1099,199,16222,3622,2126,1496,3315,309,370,4023,4583,7814,1437,179,3590,1066,
2017,North Wales,45521,16284,13,2,6633,7231,2405,2326,182,15235,3563,1911,1652,2166,281,550,4077,4598,7145,1307,221,1744,1077,
2017,South Wales,104169,30715,11,17,11624,9700,9363,3051,440,40244,7533,4132,3401,8894,1172,2163,10207,10275,13688,3519,558,9671,2283,
2017,British Transport Police,55268,9370,12,0,2565,6650,143,1645,432,24681,447,1,446,1182,4959,6290,2651,9152,6971,1381,454,9450,884,
2016,ENGLAND AND WALES,4050444,1075511,695,,449844,624972,,112021,53245,1784598,402048,198706,203342,376670,85095,87470,349296,484019,548674,141714,27904,239674,67103,
2016,ENGLAND,3805894,1010181,653,,423468,586060,,104778,52160,1687936,385213,191749,193464,361388,78123,79586,329411,454215,511493,131406,26499,219251,62190,
2016,North East,203946,53977,26,,21772,32179,,5754,1115,81409,18322,7375,10947,12715,1632,3397,22037,23306,37052,5722,1378,13621,3918,
2016,Cleveland,49673,12125,6,,5193,6926,,1358,334,22568,5501,2447,3054,3514,393,950,6542,5668,8983,1398,274,1892,741,
2016,Durham,41357,12235,4,,4446,7785,,1212,148,15840,4454,1627,2827,2820,222,517,3687,4140,7859,1117,192,1990,764,
2016,Northumbria,112916,29617,16,,12133,17468,,3184,633,43001,8367,3301,5066,6381,1017,1930,11808,13498,20210,3207,912,9739,2413,
2016,North West,518244,132505,78,,59525,72902,,13745,5895,226045,58115,30992,27123,47121,9841,9401,42650,58917,82468,15673,3047,30325,8541,
2016,Cheshire,57056,15767,5,,7882,7880,,1524,265,22027,4854,2083,2771,3501,722,1245,5858,5847,8438,2255,329,5606,845,
2016,Cumbria,25497,7336,3,,3388,3945,,907,76,9105,2193,770,1423,1217,159,312,2660,2564,5053,938,159,1539,384,
2016,Greater Manchester,229144,53729,46,,21219,32464,,5935,3809,105898,28166,16345,11821,23756,6059,4197,16826,26894,34857,4366,1522,14935,4093,
2016,Lancashire,102079,28725,12,,14458,14255,,2982,675,45332,12079,5288,6791,9482,1172,1782,7935,12882,17650,2311,380,2711,1313,
2016,Merseyside,104468,26948,12,,12578,14358,,2397,1070,43683,10823,6506,4317,9165,1729,1865,9371,10730,16470,5803,657,5534,1906,
2016,Yorkshire and The Humber,435473,108325,159,,46307,61859,,12212,4371,201373,52252,25126,27126,44174,6901,7219,39509,51318,65280,10410,2725,22120,8657,
2016,Humberside,72367,18534,10,,8769,9755,,2118,815,33107,9959,3750,6209,5659,596,2018,7397,7478,11760,1349,343,3087,1254,
2016,North Yorkshire,37259,9313,5,,4575,4733,,1316,139,16866,3869,1477,2392,2356,504,1446,4125,4566,5782,1669,204,1333,637,
2016,South Yorkshire,105468,22325,112,,11721,10492,,3267,1164,51830,12681,6383,6298,12184,1671,1259,11257,12778,17613,2483,861,4020,1905,
2016,West Yorkshire,220379,58153,32,,21242,36879,,5511,2253,99570,25743,13516,12227,23975,4130,2496,16730,26496,30125,4909,1317,13680,4861,
2016,East Midlands,273615,65411,60,,31785,33566,,7840,2910,132164,34096,14953,19143,28614,3421,6256,28911,30866,40381,9053,2335,8726,4795,
2016,Derbyshire,52596,12479,11,,7137,5331,,1630,508,24818,6459,2744,3715,5650,561,840,5795,5513,8076,2200,436,1385,1064,
2016,Leicestershire,62679,13828,13,,4773,9042,,1485,626,32523,7935,4244,3691,7956,902,1883,6244,7603,9207,1152,418,2403,1037,
2016,Lincolnshire,36244,7654,16,,3963,3675,,1196,210,17908,5204,1742,3462,2884,305,962,4189,4364,5455,1474,344,1329,674,
2016,Northamptonshire,51064,14041,8,,6400,7633,,1549,691,23684,6634,2837,3797,5205,605,947,5085,5208,7337,1364,404,1214,780,
2016,Nottinghamshire,71032,17409,12,,9512,7885,,1980,875,33231,7864,3386,4478,6919,1048,1624,7598,8178,10306,2863,733,2395,1240,
2016,West Midlands Region,376854,105824,63,,49398,56363,,11328,6667,166153,40344,20159,20185,40313,4592,6020,36070,38814,49711,10927,2865,16910,6469,
2016,Staffordshire,73208,25007,6,,10794,14207,,2698,562,26844,5914,2731,3183,4699,546,904,6643,8138,10866,2035,516,2992,1688,
2016,Warwickshire,33433,9362,9,,4011,5342,,1134,259,15183,3558,1575,1983,3195,367,692,3155,4216,4250,983,239,1426,597,
2016,West Mercia,75663,24613,15,,10049,14549,,2858,542,29795,7875,2889,4986,5302,682,1047,6730,8159,9711,2545,585,3616,1398,
2016,West Midlands,194550,46842,33,,24544,22265,,4638,5304,94331,22997,12964,10033,27117,2997,3377,19542,18301,24884,5364,1525,8876,2786,
2016,East,368365,100409,63,,38717,61629,,10416,3283,159271,36207,17651,18556,34141,5210,10277,33203,40233,51164,12168,2819,22463,6372,
2016,Bedfordshire,41687,10448,8,,4481,5959,,1020,584,20180,4811,2897,1914,5374,479,914,3904,4698,5511,1151,243,2083,467,
2016,Cambridgeshire,51638,12316,9,,4567,7740,,1396,512,24986,5136,2199,2937,4940,856,3710,4116,6228,7136,1605,368,2452,867,
2016,Essex,115474,32186,28,,12377,19781,,2896,1046,50920,12916,6898,6018,11906,1716,2036,10228,12118,15292,2854,1106,7364,1810,
2016,Hertfordshire,67392,17752,10,,7256,10486,,1529,530,28898,5597,2830,2767,6377,1169,1247,6840,7668,9310,3379,457,4190,1347,
2016,Norfolk,48267,15201,3,,5310,9888,,1799,339,17232,3855,1465,2390,2395,472,1300,4292,4918,7290,1891,329,3343,843,
2016,Suffolk,43907,12506,5,,4726,7775,,1776,272,17055,3892,1362,2530,3149,518,1070,3823,4603,6625,1288,316,3031,1038,
2016,London,758002,191502,109,,75667,115726,,16980,21976,363263,69531,44018,25513,86873,34903,17668,46879,107409,62658,40295,5476,46335,9517,
2016,City of London,5304,837,3,,379,455,,77,37,3262,220,8,212,160,441,343,669,1429,265,358,41,257,170,
2016,Metropolitan Police,752698,190665,106,,75288,115271,,16903,21939,360001,69311,44010,25301,86713,34462,17325,46210,105980,62393,39937,5435,46078,9347,
2016,South East,552068,161227,59,,64682,96486,,16954,3800,227012,45734,18250,27484,42314,8061,12983,50951,66969,78101,16662,4081,34524,9707,
2016,Hampshire,138187,46140,14,,18815,27311,,4317,745,49611,11184,3713,7471,8723,1335,3315,12149,12905,18347,3721,1049,11993,2264,
2016,Kent,122081,39380,12,,15479,23889,,3501,1075,49335,10781,4419,6362,10550,1067,1603,11038,14296,19265,2823,614,4008,2080,
2016,Surrey,59230,16573,7,,6001,10565,,1633,254,23032,5231,2440,2791,4541,390,1011,3806,8053,8690,1933,334,5737,1044,
2016,Sussex,99856,29240,12,,11967,17261,,3104,785,37930,7241,3117,4124,6119,1481,2147,8366,12576,13668,3291,1091,8622,2125,
2016,Thames Valley,132714,29894,14,,12420,17460,,4399,941,67104,11297,4561,6736,12381,3788,4907,15592,19139,18131,4894,993,4164,2194,
2016,South West,319327,91001,36,,35615,55350,,9549,2143,131246,30612,13225,17387,25123,3562,6365,29201,36383,44678,10496,1773,24227,4214,
2016,Avon and Somerset,126595,35272,9,,10651,24612,,3188,1096,52937,12063,5685,6378,11312,1386,2906,11931,13339,14791,3107,462,14230,1512,
